system:index,area_sq_km,latitude,longitude,near_healthy_bed,priority_score,priority_tier,recommended_action,region_id,region_name,state,status,status_label,.geo
-45247+13673,0.0,36.84799461525585,-121.93686750884633,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.93821498166797,36.84529969344629],[-121.93552003581561,36.84529969344629],[-121.93552003581561,36.85068958515101],[-121.93821498166797,36.85068958515101],[-121.93821498166797,36.84529969344629]]]}"
-45247+13678,0.0,36.86191851988921,-121.9386641587821,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94090992752034,36.864164314412804],[-121.94090992752034,36.85877442270809],[-121.93821498166797,36.85877442270809],[-121.93821498166797,36.86146936856045],[-121.93552003581561,36.86146936856045],[-121.93552003581561,36.864164314412804],[-121.94090992752034,36.864164314412804]]]}"
-45247+13698,0.0,36.916715781001315,-121.938214981657,1,1.0,monitor,no_action,monterey_bay,"Monterey Bay, CA",CA,2,healthy,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94090992752034,36.91536828560762],[-121.93552003581561,36.91536828560762],[-121.93552003581561,36.918063231459975],[-121.94090992752034,36.918063231459975],[-121.94090992752034,36.91536828560762]]]}"
-45248+13659,0.0,36.811612869908544,-121.9395624544088,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94090992752034,36.81026539736563],[-121.93821498166797,36.81026539736563],[-121.93821498166797,36.812960343217995],[-121.94090992752034,36.812960343217995],[-121.94090992752034,36.81026539736563]]]}"
-45248+13671,0.0,36.84395222032009,-121.93956245456039,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94090992752034,36.84260474759394],[-121.93821498166797,36.84260474759394],[-121.93821498166797,36.84529969344629],[-121.94090992752034,36.84529969344629],[-121.94090992752034,36.84260474759394]]]}"
-45248+13675,0.0,36.85383368242974,-121.94135910463247,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94360487337269,36.85607947685573],[-121.94360487337269,36.85068958515101],[-121.94090992752034,36.85068958515101],[-121.94090992752034,36.85338453100337],[-121.93821498166797,36.85338453100337],[-121.93821498166797,36.85607947685573],[-121.94360487337269,36.85607947685573]]]}"
-45248+13680,0.0,36.868206733065136,-121.93956245455357,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94090992752034,36.866859260265166],[-121.93821498166797,36.866859260265166],[-121.93821498166797,36.86955420611752],[-121.94090992752034,36.86955420611752],[-121.94090992752034,36.866859260265166]]]}"
-45249+13654,0.0,36.798138140726316,-121.94225740049065,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94360487337269,36.79679066810384],[-121.94090992752034,36.79679066810384],[-121.94090992752034,36.7994856139562],[-121.94360487337269,36.7994856139562],[-121.94360487337269,36.79679066810384]]]}"
-45250+13667,0.0,36.83317243683774,-121.94495234628728,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94629981922505,36.831824964184506],[-121.94360487337269,36.831824964184506],[-121.94360487337269,36.83451991003686],[-121.94629981922505,36.83451991003686],[-121.94629981922505,36.831824964184506]]]}"
-45250+13671,0.0,36.84395222028354,-121.94495234636125,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94629981922505,36.84260474759394],[-121.94360487337269,36.84260474759394],[-121.94360487337269,36.84529969344629],[-121.94629981922505,36.84529969344629],[-121.94629981922505,36.84260474759394]]]}"
-45250+13673,0.0,36.849342112122365,-121.94495234634394,1,1.0,monitor,urchin_removal_then_replant,monterey_bay,"Monterey Bay, CA",CA,0,barren,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.94629981922505,36.847994639298655],[-121.94360487337269,36.847994639298655],[-121.94360487337269,36.85068958515101],[-121.94629981922505,36.85068958515101],[-121.94629981922505,36.847994639298655]]]}"
